"transcript.id"	"transcript.type"	"total.reads"	"aligned.max"	"alignment.mid"	"alignment.min"	"alignment.score"	"adjusted.score"
ENST00000439229.2	processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000300584.5	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000367097.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000361573.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000235835.5	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000263795.8	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000379643.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000337623.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000500893.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381346.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000553458.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000336737.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000521420.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000261700.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000591806.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000233809.6	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000222345.8	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000358731.6	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000298767.7	protein_coding	10	9	1	0	0.001066910531931108	8.922572778539855
ENST00000251334.6	protein_coding	14	12	1	1	2.4649961143381863E-4	2.061476250421025
ENST00000231498.5	protein_coding	71	64	4	3	7.183919512323127E-23	6.007911888155831E-19
ENST00000499869.4	protein_coding	12	12	0	0	5.645029269476762E-6	0.047209379780634164
ENST00000370277.3	protein_coding	2	1	1	0	1.0	8363.0
ENST00000273920.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000375041.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000393238.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000396425.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000373585.5	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000377475.5	protein_coding	8	6	2	0	0.05898491083676269	493.2908093278464
ENST00000616995.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000399537.6	protein_coding	19	15	2	2	1.8194959224265497E-4	1.5216444399253235
ENST00000262919.7	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000326291.8	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000292807.7	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000387449.1	Mt_tRNA	1	1	0	0	1.0	8363.0
ENST00000372183.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000202556.11	protein_coding	1	1	0	0	1.0	8363.0
ENST00000265843.6	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000436949.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000370397.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000261308.7	protein_coding	5	3	2	0	0.6296296296296297	5265.592592592593
ENST00000264036.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000374168.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000206595.8	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000446526.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000317610.9	protein_coding	7	7	0	0	0.0013717421124828531	11.4718792866941
ENST00000370812.5	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000377102.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381070.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000331457.6	protein_coding	19	19	0	0	2.581174791713197E-9	2.1586364783097466E-5
ENST00000263805.6	protein_coding	13	13	0	0	1.8816764231589208E-6	0.015736459926878055
ENST00000234170.7	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000615843.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000355557.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000388740.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000322349.10	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000252603.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000392219.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000225719.6	protein_coding	19	16	3	0	2.1875456359769347E-5	0.18294444153675105
ENST00000319363.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000265460.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000560266.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000382125.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000322886.9	protein_coding	2	1	1	0	1.0	8363.0
ENST00000373225.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000618046.2	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000235332.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000256079.6	protein_coding	10	7	2	1	0.05898491083676269	493.2908093278464
ENST00000420890.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000398637.7	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000272233.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000448223.4	protein_coding	18	16	1	1	5.025547319465595E-6	0.04202865223269077
ENST00000320954.8	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000389737.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000380118.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000361729.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000613315.2	protein_coding	11	8	3	0	0.026469542244576538	221.3647817913936
ENST00000399034.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000307471.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000216160.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000374395.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000371964.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000538189.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000445111.1	sense_intronic	1	1	0	0	1.0	8363.0
ENST00000226760.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000318607.7	protein_coding	19	18	1	0	1.006658168768147E-7	8.418682265408013E-4
ENST00000361168.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000359794.7	protein_coding	17	14	3	0	1.398248196418956E-4	1.1693549666651728
ENST00000327680.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000267859.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000242776.6	protein_coding	6	4	2	0	0.3004115226337449	2512.3415637860085
ENST00000444896.1	processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000622629.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000304743.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000398148.5	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000360184.6	protein_coding	103	97	4	2	2.0348250427062056E-38	1.7017241832151997E-34
ENST00000541522.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000252593.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000311921.6	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000549441.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000337120.7	protein_coding	2	1	1	0	1.0	8363.0
ENST00000372565.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000278412.4	protein_coding	41	36	4	1	2.113045393995629E-12	1.7671398629985447E-8
ENST00000244289.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000288937.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000615869.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000265295.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000382592.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000612655.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000458591.4	protein_coding	7	7	0	0	0.0013717421124828531	11.4718792866941
ENST00000360051.5	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000305949.3	protein_coding	2	1	1	0	1.0	8363.0
ENST00000289382.5	protein_coding	7	5	1	1	0.13580246913580246	1135.716049382716
ENST00000394507.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000378076.3	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000318584.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000520164.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000328766.7	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000621632.2	protein_coding	15	12	2	1	8.553264719047939E-4	7.153095284539791
ENST00000298229.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000337386.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000373358.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000409064.3	protein_coding	8	7	1	0	0.007773205304069501	65.00731595793324
ENST00000262643.5	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000360803.6	protein_coding	39	36	2	1	5.63755436689871E-14	4.714686717037391E-10
ENST00000351217.8	protein_coding	2	1	1	0	1.0	8363.0
ENST00000265175.5	protein_coding	16	15	1	0	2.2998267394164587E-6	0.019233451021739845
ENST00000393630.5	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000401558.4	protein_coding	43	36	5	2	4.1562619131255193E-11	3.475881837946872E-7
ENST00000368090.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000373750.6	protein_coding	2	1	1	0	1.0	8363.0
ENST00000269097.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000441310.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000550422.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000372685.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000534464.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000262776.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000196489.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000315322.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000378757.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000338402.6	processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000395633.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000311181.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000318522.7	protein_coding	16	14	2	0	3.5751852040019496E-5	0.29899273861068304
ENST00000304218.4	protein_coding	12	11	1	0	1.4112573173691905E-4	1.180234494515854
ENST00000290776.10	protein_coding	1	1	0	0	1.0	8363.0
ENST00000612402.2	protein_coding	24	23	1	0	5.204838057364061E-10	4.352806067373564E-6
ENST00000389652.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000375592.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000308860.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000367262.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000457167.6	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000257931.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000419869.4	protein_coding	30	25	3	2	7.333418805555449E-8	6.132938147086022E-4
ENST00000263377.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000367405.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000279146.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264010.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000472484.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000369563.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000333003.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000296048.8	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000361479.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000326016.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000394805.5	protein_coding	57	51	4	2	4.706233684009487E-18	3.935823229937134E-14
ENST00000448787.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000260324.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000347703.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000267522.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000361871.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000303127.9	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000216471.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000359003.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000392708.6	protein_coding	14	14	0	0	6.272254743863069E-7	0.005245486642292685
ENST00000347512.5	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000341333.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000368797.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381884.6	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000323798.5	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000375735.4	protein_coding	27	27	0	0	3.9341179571912774E-13	3.2901028475990654E-9
ENST00000409122.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000300403.8	protein_coding	20	16	3	1	7.523350165406456E-5	0.629177774332942
ENST00000225430.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000404674.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000541428.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000561308.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000354956.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000511072.3	protein_coding	3	1	1	1	1.0	8363.0
ENST00000344529.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000262033.8	protein_coding	8	7	1	0	0.007773205304069501	65.00731595793324
ENST00000369839.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000380821.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000376741.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000370491.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000377307.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000312196.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000426677.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000009589.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000238341.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000259253.8	protein_coding	15	12	2	1	8.553264719047939E-4	7.153095284539791
ENST00000509005.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000256257.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000300896.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000469762.3	protein_coding	5	3	1	1	0.6296296296296297	5265.592592592593
ENST00000448521.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000307961.8	protein_coding	16	15	1	0	2.2998267394164587E-6	0.019233451021739845
ENST00000544455.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000342988.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000328090.7	protein_coding	15	13	2	0	9.429289631607481E-5	0.7885714918913337
ENST00000316594.5	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000389902.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000253577.5	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000606999.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000372922.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000320393.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000216484.4	protein_coding	8	7	1	0	0.007773205304069501	65.00731595793324
ENST00000361070.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000360612.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000584437.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264156.2	protein_coding	45	44	1	0	9.240727949842793E-20	7.728020784453527E-16
ENST00000356839.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000442738.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000322396.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000241014.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000366687.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000432849.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000517562.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000275732.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000371666.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000341991.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000538426.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000329043.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000621418.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000394818.5	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000454652.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000359376.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000369550.7	protein_coding	10	10	0	0	5.080526342529086E-5	0.4248844180257074
ENST00000292616.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000406246.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000592741.3	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000226725.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000377044.6	protein_coding	7	7	0	0	0.0013717421124828531	11.4718792866941
ENST00000399332.3	protein_coding	14	12	2	0	2.4649961143381863E-4	2.061476250421025
ENST00000369278.4	protein_coding	13	11	2	0	6.378883074508741E-4	5.33465991521166
ENST00000450241.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000261881.6	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000372802.3	protein_coding	16	14	2	0	3.5751852040019496E-5	0.29899273861068304
ENST00000252318.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000510507.2	processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000229854.9	protein_coding	59	57	1	1	1.4783035554996377E-24	1.236305263464347E-20
ENST00000426126.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000229329.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000358290.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000511633.3	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000301244.9	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000286827.5	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000381897.3	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000355842.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000585683.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000432560.4	protein_coding	8	6	1	1	0.05898491083676269	493.2908093278464
ENST00000258772.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000330843.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000253039.6	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000232501.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000233893.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000373985.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000529806.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000304921.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000409923.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264276.8	protein_coding	2	1	1	0	1.0	8363.0
ENST00000258091.7	protein_coding	29	27	2	0	7.356800579947689E-11	6.152492325010252E-7
ENST00000367142.4	protein_coding	13	12	1	0	5.080526342529086E-5	0.4248844180257074
ENST00000250448.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000219271.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000220809.6	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000237500.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000517682.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000543796.3	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000565100.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381538.5	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000005259.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000395346.4	protein_coding	4	2	1	1	1.0	8363.0
ENST00000394196.6	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000375946.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000247655.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000358739.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000526589.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000599732.3	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000379858.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000314011.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000361283.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000402135.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000389501.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000568454.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000217131.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000618172.2	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000323669.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000366541.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000457054.4	protein_coding	6	3	2	1	0.8765432098765432	7330.530864197531
ENST00000280154.9	protein_coding	9	7	2	0	0.024843773814967232	207.76848041457097
ENST00000366794.7	protein_coding	66	61	4	1	2.89182138475234E-23	2.418430224068382E-19
ENST00000310931.6	protein_coding	17	16	1	0	8.130700593896571E-7	0.0067997049066757026
ENST00000261708.6	protein_coding	9	8	1	0	0.002895900015241579	24.218411827465328
ENST00000383432.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000245441.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000536681.5	protein_coding	16	15	1	0	2.2998267394164587E-6	0.019233451021739845
ENST00000469360.3	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000599612.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000369709.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000617285.2	protein_coding	24	23	1	0	5.204838057364061E-10	4.352806067373564E-6
ENST00000337540.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000320631.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000215829.5	protein_coding	9	8	1	0	0.002895900015241579	24.218411827465328
ENST00000265433.5	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000615587.2	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000390667.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000329399.6	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000399334.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000305135.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000301935.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000426431.2	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000369063.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000344548.5	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000582693.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000257934.6	protein_coding	15	14	1	0	6.481329901991838E-6	0.054203361970357744
ENST00000296043.6	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000359154.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000274695.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000462284.3	protein_coding	10	8	2	0	0.010211857948483463	85.40176802316721
ENST00000353411.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000295704.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000435680.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000298190.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000355451.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000509698.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000371322.7	protein_coding	12	10	2	0	0.0016314134588787843	13.643510756603273
ENST00000617690.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000618052.1	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000555181.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000328771.6	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000393844.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000538183.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000261205.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000371825.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000366661.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000493442.1	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000328914.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000378202.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000435956.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000339950.4	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000368679.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000319170.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000397712.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000296581.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000246043.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000332830.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000535750.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000316149.7	protein_coding	2	1	1	0	1.0	8363.0
ENST00000267460.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000278826.8	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000361951.4	protein_coding	23	19	4	0	5.000054235102996E-6	0.04181545356816635
ENST00000412952.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000265148.5	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000591462.3	protein_coding	11	10	1	0	3.895070195938966E-4	3.257447204863757
ENST00000367441.1	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000449818.1	processed_pseudogene	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000236698.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000298573.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
